"uid1","uid2"
47088,4696
47089,22738
47090,75754
47091,54696
47092,38778
47093,65337
47094,33734
47095,33914
47096,8658
47097,44629
47098,66582
47099,14515
47100,10096
47101,30082
47102,74156
47103,19704
47104,856
47105,75717
47106,17473
47107,48727
47108,33350
47109,11310
47110,7485
47111,50964
47112,33406
47113,29487
47114,75089
47115,17918
47116,60757
47117,61682
47118,8066
47119,38875
47120,27903
47121,44601
47122,68719
47123,21490
47124,20358
47125,40789
47126,50024
47127,59329
47128,15705
47129,53089
47130,40095
47131,70780
47132,43096
47133,37011
47134,62276
47135,29014
47136,38674
47137,15299
47138,66576
47139,38753
47140,9165
47141,26412
47142,9947
47143,1336
47144,40371
47145,73182
47146,51337
47147,8006
47148,35403
47149,18992
47150,25972
47151,23890
47152,57347
47153,68668
47154,38571
47155,21712
47156,62422
47157,24345
47158,52280
47159,30598
47160,17919
47161,25095
47162,43694
47163,51036
47164,1169
47165,60240
47166,57542
47167,38498
47168,12210
47169,57459
47170,33094
47171,19616
47172,38308
47173,63720
47174,65011
47175,7574
47176,69729
47177,33701
47178,4647
47179,30742
47180,8527
47181,46523
47182,63634
47183,75698
47184,66905
47185,18571
47186,71440
47187,28658
47188,63058
47189,72838
47190,60060
47191,52352
47192,74413
47193,60452
47194,49824
47195,44121
47196,19823
47197,71854
47198,25
47199,68122
47200,58681
47201,20316
47202,41939
47203,17244
47204,25307
47205,33805
47206,51677
47207,43088
47208,27745
47209,26120
47210,22892
47211,49155
47212,59374
47213,5217
47214,63793
47215,53110
47216,2358
47217,27819
47218,51452
47219,63506
47220,9226
47221,29477
47222,75519
47223,7230
47224,10904
47225,56262
47226,48576
47227,53651
47228,31918
47229,4355
47230,1766
47231,2590
47232,34455
47233,41783
47234,23713
47235,48134
47236,2376
47237,75056
47238,52655
47239,44177
47240,12680
47241,39134
47242,68556
47243,55392
47244,10760
47245,61611
47246,42395
47247,20374
47248,25352
47249,57121
47250,6086
47251,25519
47252,7787
47253,48512
47254,30721
47255,40145
47256,58163
47257,50200
47258,60022
47259,4184
47260,67952
47261,69183
47262,35375
47263,9421
47264,75437
47265,32539
47266,2334
47267,14667
47268,43017
47269,42410
47270,30424
47271,2768
47272,59775
47273,49115
47274,35665
47275,22969
47276,52705
47277,2075
47278,72038
47279,55359
47280,28043
47281,60304
47282,38891
47283,5394
47284,5225
47285,61662
47286,68956
47287,44133
47288,31256
47289,60512
47290,19421
47291,58086
47292,61681
47293,14932
47294,12011
47295,22722
47296,21635
47297,27460
47298,25090
47299,29370
47300,39075
47301,38867
47302,32428
47303,4088
47304,21068
47305,24364
47306,67485
47307,46459
47308,65741
47309,59880
47310,55763
47311,43131
47312,6842
47313,60052
47314,43207
47315,2366
47316,22389
47317,2754
47318,56241
47319,57208
47320,5331
47321,33874
47322,50006
47323,30115
47324,74707
47325,51342
47326,73382
47327,70002
47328,23205
47329,63838
47330,73684
47331,50508
47332,27890
47333,41272
47334,21585
47335,11663
47336,45700
47337,60038
47338,57924
47339,17041
47340,64795
47341,56308
47342,4526
47343,9586
47344,35782
47345,62258
47346,8672
47347,56980
47348,27710
47349,10762
47350,45681
47351,15510
47352,64200
47353,64082
47354,31220
47355,29470
47356,32560
47357,20613
47358,27225
47359,39342
47360,55267
47361,66590
47362,38366
47363,27803
47364,14390
47365,70298
47366,60153
47367,41406
47368,17897
47369,53005
47370,12113
47371,25316
47372,34125
47373,44950
47374,25493
47375,22272
47376,73093
47377,39862
47378,40740
47379,49216
47380,57369
47381,34321
47382,70318
47383,14918
47384,71069
47385,3554
47386,34529
47387,35105
47388,29743
47389,22029
47390,63798
47391,39295
47392,64142
47393,1142
47394,50793
47395,73508
47396,74381
47397,2274
47398,8674
47399,67366
47400,52658
47401,63537
47402,12144
47403,68930
47404,9910
47405,42611
47406,53020
47407,60720
47408,43856
47409,34238
47410,22104
47411,66890
47412,54714
47413,1827
47414,11626
47415,66597
47416,37602
47417,613
47418,15072
47419,11607
47420,69603
47421,13292
47422,5759
47423,29113
47424,62179
47425,57592
47426,13624
47427,59796
47428,62599
47429,23821
47430,22620
47431,61924
47432,43262
47433,33338
47434,27379
47435,22077
47436,49365
47437,58056
47438,54488
47439,10779
47440,18904
47441,39454
47442,71815
47443,58917
47444,51267
47445,34074
47446,4950
47447,38527
47448,21372
47449,9555
47450,61513
47451,13566
47452,18975
47453,47554
47454,70576
47455,48905
47456,73895
47457,20331
47458,59086
47459,43051
47460,73683
47461,59992
47462,6799
47463,17278
47464,58408
47465,64194
47466,59307
47467,31335
47468,43074
47469,69409
47470,4678
47471,53569
47472,33815
47473,70895
47474,27278
47475,18412
47476,64172
47477,66140
47478,49347
47479,41298
47480,3834
47481,22411
47482,70446
47483,24864
47484,6322
47485,34942
47486,64825
47487,10776
47488,2021
47489,63487
47490,11603
47491,35802
47492,37771
47493,965
47494,73481
47495,35
47496,44630
47497,40671
47498,29720
47499,63354
47500,16730
47501,43317
47502,5819
47503,73144
47504,71407
47505,40985
47506,34623
47507,25414
47508,47271
47509,48306
47510,46663
47511,16615
47512,59571
47513,60392
47514,15639
47515,52438
47516,15076
47517,19173
47518,15570
47519,55673
47520,28537
47521,16306
47522,23919
47523,29374
47524,29467
47525,39316
47526,17741
47527,59004
47528,21407
47529,56153
47530,10235
47531,42653
47532,53378
47533,22710
47534,20982
47535,12561
47536,61621
47537,37875
47538,29985
47539,43897
47540,52773
47541,46565
47542,38700
47543,7106
47544,7994
47545,17573
47546,68559
47547,35164
47548,60888
47549,45701
47550,19263
47551,68346
47552,74125
47553,37592
47554,36674
47555,74520
47556,42122
47557,55209
47558,70788
47559,7332
47560,28825
47561,9529
47562,74567
47563,1806
47564,69186
47565,69055
47566,20477
47567,17792
47568,11011
47569,67673
47570,53602
47571,45018
47572,72236
47573,29019
47574,35283
47575,13080
47576,59004
47577,25199
47578,62539
47579,38190
47580,51053
47581,4179
47582,22635
47583,59597
47584,3886
47585,12151
47586,21618
47587,4934
47588,32290
47589,4272
47590,30700
47591,66159
47592,65081
47593,44861
47594,4397
47595,28250
47596,23760
47597,51692
47598,24795
47599,42309
47600,60245
47601,38389
47602,50571
47603,45193
47604,30714
47605,50143
47606,27610
47607,13121
47608,10903
47609,24744
47610,49592
47611,67626
47612,49979
47613,64587
47614,129
47615,61546
47616,73544
47617,36499
47618,32459
47619,41178
47620,72733
47621,33507
47622,56950
47623,29401
47624,26063
47625,57979
47626,571
47627,64882
47628,61421
47629,8948
47630,15591
47631,26111
47632,29794
47633,69154
47634,18128
47635,59328
47636,25470
47637,22040
47638,31300
47639,38897
47640,529
47641,13917
47642,53506
47643,61483
47644,51297
47645,71482
47646,21751
47647,10406
47648,4666
47649,12017
47650,42479
47651,39895
47652,68056
47653,51606
47654,38056
47655,34965
47656,44517
47657,38853
47658,15896
47659,64674
47660,171
47661,13917
47662,6295
47663,18594
47664,60480
47665,52244
47666,26364
47667,15382
47668,66149
47669,71948
47670,25450
47671,45431
47672,28650
47673,67741
47674,22118
47675,9283
47676,65627
47677,67786
47678,11699
47679,29703
47680,66498
47681,8372
47682,46047
47683,74984
47684,57883
47685,4591
47686,12834
47687,52146
47688,42878
47689,29977
47690,74096
47691,20346
47692,35134
47693,25516
47694,40654
47695,52666
47696,13703
47697,8266
47698,65193
47699,29480
47700,59266
47701,58953
47702,69503
47703,46866
47704,69491
47705,8210
47706,67893
47707,60348
47708,28617
47709,48587
47710,2635
47711,7227
47712,64720
47713,28685
47714,61093
47715,27150
47716,41294
47717,67396
47718,51347
47719,35876
47720,62072
47721,69247
47722,33317
47723,31855
47724,34417
47725,19922
47726,69306
47727,36439
47728,24623
47729,5579
47730,25171
47731,9724
47732,9557
47733,36349
47734,33890
47735,52806
47736,60092
47737,73414
47738,12593
47739,24446
47740,9817
47741,3815
47742,42789
47743,40892
47744,72295
47745,66074
47746,56907
47747,38516
47748,1472
47749,63671
47750,41643
47751,13768
47752,13645
47753,26635
47754,4939
47755,4044
47756,70543
47757,66240
47758,49266
47759,1670
47760,68964
47761,67121
47762,55439
47763,25521
47764,38094
47765,69144
47766,53734
47767,3427
47768,34288
47769,49377
47770,56397
47771,48874
47772,72683
47773,60631
47774,33535
47775,5149
47776,70829
47777,42664
47778,40197
47779,52179
47780,49566
47781,14485
47782,55761
47783,73651
47784,14952
47785,20037
47786,17269
47787,49502
47788,15770
47789,40571
47790,44839
47791,44245
47792,23564
47793,74475
47794,54739
47795,34743
47796,53201
47797,58907
47798,63122
47799,7300
47800,38351
47801,24015
47802,32917
47803,47401
47804,65834
47805,35677
47806,75450
47807,23786
47808,38927
47809,58
47810,36759
47811,47178
47812,15599
47813,13531
47814,65327
47815,46145
47816,45157
47817,39018
47818,31226
47819,26250
47820,54518
47821,695
47822,31622
47823,38801
47824,50044
47825,28061
47826,62815
47827,49953
47828,69739
47829,38223
47830,15016
47831,32056
47832,69267
47833,43301
47834,67792
47835,75673
47836,29773
47837,66921
47838,74337
47839,73155
47840,22060
47841,668
47842,49259
47843,61880
47844,21433
47845,66791
47846,17132
47847,3623
47848,16685
47849,45906
47850,17283
47851,28100
47852,12872
47853,17110
47854,9773
47855,25602
47856,5460
47857,24727
47858,30615
47859,66377
47860,52669
47861,29770
47862,55238
47863,12656
47864,24319
47865,19580
47866,62768
47867,74200
47868,14579
47869,72709
47870,59256
47871,25098
47872,6055
47873,42985
47874,6651
47875,36535
47876,537
47877,22105
47878,66454
47879,44672
47880,34696
47881,50024
47882,46512
47883,66953
47884,44137
47885,67995
47886,30985
47887,46431
47888,30846
47889,11244
47890,19117
47891,11322
47892,40211
47893,5151
47894,46957
47895,63972
47896,36047
47897,29124
47898,53549
47899,29292
47900,19015
47901,58108
47902,45077
47903,49732
47904,11835
47905,74888
47906,35526
47907,12522
47908,62035
47909,23748
47910,48003
47911,44265
47912,7380
47913,23226
47914,26562
47915,29397
47916,20184
47917,59257
47918,70229
47919,41042
47920,31826
47921,42702
47922,26772
47923,60644
47924,65488
47925,18762
47926,23778
47927,58314
47928,15433
47929,30296
47930,75553
47931,49340
47932,60966
47933,13074
47934,38041
47935,46458
47936,34407
47937,44618
47938,15608
47939,59953
47940,27088
47941,56675
47942,60569
47943,58016
47944,11772
47945,20996
47946,6774
47947,19681
47948,69213
47949,72931
47950,53313
47951,39177
47952,64151
47953,24245
47954,52914
47955,6220
47956,63642
47957,30260
47958,47673
47959,24289
47960,34869
47961,58291
47962,52560
47963,35326
47964,35697
47965,21253
47966,15287
47967,21745
47968,42486
47969,5400
47970,21435
47971,5502
47972,26326
47973,34959
47974,22454
47975,69427
47976,45110
47977,68904
47978,20309
47979,44157
47980,24239
47981,32624
47982,8244
47983,63220
47984,52969
47985,65371
47986,7009
47987,44512
47988,49546
47989,72372
47990,39218
47991,48835
47992,1556
47993,5558
47994,47969
47995,51617
47996,3050
47997,70209
47998,61124
47999,16143
48000,46253
48001,25085
48002,44425
48003,42504
48004,70605
48005,64374
48006,63596
48007,64048
48008,59155
48009,62425
48010,36309
48011,17861
48012,65563
48013,62881
48014,15827
48015,60447
48016,28643
48017,9012
48018,30635
48019,14643
48020,48863
48021,44660
48022,29454
48023,20912
48024,5459
48025,65868
48026,75282
48027,16941
48028,71512
48029,55468
48030,20051
48031,34184
48032,46563
48033,75449
48034,14737
48035,54398
48036,12503
48037,71908
48038,65368
48039,15431
48040,58903
48041,44419
48042,46183
48043,50473
48044,49087
48045,5203
48046,47672
48047,27369
48048,13512
48049,35197
48050,3771
48051,39557
48052,43076
48053,16831
48054,24039
48055,28721
48056,34651
48057,10565
48058,31227
48059,7819
48060,55061
48061,47850
48062,15007
48063,50297
48064,5396
48065,36877
48066,48505
48067,9689
48068,37172
48069,13131
48070,65240
48071,57100
48072,9300
48073,22018
48074,12321
48075,15429
48076,63944
48077,74627
48078,28151
48079,4615
48080,15373
48081,43139
48082,18997
48083,25069
48084,15451
48085,36196
48086,35821
48087,52589
48088,58977
48089,22771
48090,32812
48091,4716
48092,42918
48093,42282
48094,40256
48095,18844
48096,37338
48097,24119
48098,21897
48099,38985
48100,51469
48101,904
48102,33912
48103,72955
48104,48084
48105,26465
48106,5106
48107,5101
48108,6042
48109,3685
48110,4322
48111,71008
48112,57554
48113,64615
48114,6720
48115,22655
48116,38384
48117,19939
48118,25263
48119,17608
48120,29969
48121,22414
48122,49598
48123,18954
48124,3923
48125,42992
48126,21795
48127,48757
48128,65340
48129,53750
48130,74176
48131,42869
48132,6867
48133,14357
48134,71047
48135,48897
48136,51184
48137,38293
48138,11103
48139,9983
48140,45099
48141,47454
48142,49745
48143,17897
48144,44639
48145,3184
48146,44033
48147,3092
48148,16473
48149,61530
48150,16725
48151,51701
48152,59516
48153,7667
48154,34669
48155,67444
48156,4464
48157,42686
48158,56296
48159,14103
48160,45115
48161,63742
48162,74577
48163,30281
48164,75542
48165,14101
48166,72517
48167,37184
48168,70464
48169,23076
48170,17597
48171,28461
48172,48915
48173,54643
48174,72545
48175,2892
48176,25326
48177,67480
48178,16202
48179,49948
48180,40925
48181,65215
48182,71086
48183,22662
48184,37586
48185,7459
48186,64340
48187,41748
48188,58935
48189,59269
48190,68864
48191,71566
48192,60119
48193,19792
48194,18040
48195,48491
48196,60075
48197,70003
48198,8739
48199,56885
48200,24558
48201,16335
48202,56172
48203,51892
48204,10283
48205,51201
48206,2945
48207,48065
48208,10061
48209,62731
48210,53333
48211,8341
48212,30242
48213,35091
48214,17326
48215,71643
48216,20288
48217,28376
48218,43901
48219,4702
48220,66406
48221,55250
48222,32951
48223,9498
48224,32883
48225,67029
48226,56666
48227,24198
48228,10677
48229,35129
48230,29987
48231,33914
48232,50036
48233,38156
48234,63961
48235,72696
48236,35619
48237,38939
48238,67491
48239,4384
48240,54653
48241,12468
48242,20424
48243,52055
48244,36488
48245,17291
48246,45843
48247,37115
48248,59394
48249,44821
48250,1702
48251,15537
48252,3445
48253,41081
48254,62448
48255,45606
48256,71491
48257,9086
48258,48696
48259,9363
48260,669
48261,46255
48262,49304
48263,45799
48264,73526
48265,17576
48266,14297
48267,4070
48268,18231
48269,68393
48270,9875
48271,48660
48272,7870
48273,70104
48274,21934
48275,37019
48276,74493
48277,32778
48278,38196
48279,8661
48280,43694
48281,27060
48282,49113
48283,18179
48284,3734
48285,37095
48286,28440
48287,37637
48288,37917
48289,64949
48290,75426
48291,58995
48292,860
48293,62406
48294,7370
48295,9470
48296,5219
48297,44985
48298,55249
48299,20527
48300,75096
48301,35899
48302,5705
48303,50488
48304,33606
48305,68031
48306,31418
48307,48334
48308,54793
48309,39872
48310,23997
48311,64762
48312,64044
48313,4281
48314,47613
48315,68709
48316,30198
48317,61276
48318,22821
48319,60887
48320,47938
48321,6862
48322,13766
48323,35637
48324,4603
48325,17020
48326,74680
48327,38833
48328,51419
48329,32063
48330,8693
48331,74903
48332,18923
48333,67467
48334,31076
48335,39082
48336,36526
48337,696
48338,67345
48339,9060
48340,66068
48341,64290
48342,73324
48343,22187
48344,50718
48345,18293
48346,16811
48347,57243
48348,42647
48349,55611
48350,25548
48351,40209
48352,62874
48353,52154
48354,6256
48355,52479
48356,60858
48357,14098
48358,68723
48359,24570
48360,944
48361,12393
48362,5534
48363,33383
48364,72401
48365,11554
48366,47546
48367,28097
48368,4846
48369,66913
48370,43699
48371,5394
48372,8321
48373,223
48374,11223
48375,23659
48376,26010
48377,32180
48378,17352
48379,59956
48380,74579
48381,10249
48382,21724
48383,75553
48384,74812
48385,25746
48386,59588
48387,36415
48388,49477
48389,56851
48390,21034
48391,49204
48392,68748
48393,22324
48394,55365
48395,2985
48396,68034
48397,64378
48398,74012
48399,15049
48400,75764
48401,24463
48402,54728
48403,34660
48404,4405
48405,7235
48406,36766
48407,38900
48408,38317
48409,60071
48410,27492
48411,32099
48412,74683
48413,29574
48414,26384
48415,36045
48416,25043
48417,26470
48418,49833
48419,48341
48420,60445
48421,43375
48422,30168
48423,59053
48424,61320
48425,38342
48426,13684
48427,40716
48428,33351
48429,34893
48430,1386
48431,40216
48432,45085
48433,59714
48434,70015
48435,220
48436,16245
48437,48744
48438,12516
48439,49725
48440,1279
48441,23254
48442,9942
48443,48386
48444,20087
48445,3913
48446,43870
48447,46576
48448,72830
48449,39629
48450,18250
48451,24194
48452,69246
48453,8647
48454,36061
48455,25455
48456,21760
48457,43593
48458,14148
48459,57170
48460,55516
48461,38600
48462,59120
48463,19551
48464,30158
48465,59712
48466,52565
48467,20999
48468,55754
48469,45840
48470,45779
48471,26156
48472,52446
48473,55891
48474,58408
48475,17014
48476,44277
48477,22569
48478,55608
48479,42838
48480,33624
48481,9705
48482,11741
48483,67971
48484,7344
48485,6286
48486,37174
48487,58305
48488,2928
48489,27944
48490,23435
48491,61497
48492,21803
48493,12729
48494,39625
48495,40227
48496,16838
48497,69722
48498,11796
48499,60012
48500,71093
48501,12055
48502,41244
48503,21054
48504,32324
48505,49698
48506,13332
48507,13100
48508,51621
48509,28580
48510,7769
48511,75354
48512,11671
48513,46300
48514,68279
48515,44272
48516,22339
48517,13779
48518,47768
48519,57879
48520,3671
48521,6100
48522,46479
48523,29703
48524,57189
48525,28789
48526,11768
48527,10412
48528,22212
48529,62529
48530,64583
48531,9698
48532,9251
48533,52564
48534,75537
48535,65696
48536,61120
48537,12647
48538,11167
48539,56261
48540,42816
48541,25885
48542,11448
48543,12807
48544,4908
48545,44588
48546,66155
48547,36396
48548,58406
48549,16756
48550,47114
48551,26088
48552,48702
48553,61376
48554,16224
48555,60197
48556,34850
48557,14194
48558,18310
48559,23838
48560,72930
48561,9530
48562,41966
48563,69512
48564,8951
48565,64704
48566,5830
48567,30006
48568,61735
48569,23935
48570,16913
48571,75533
48572,55835
48573,66458
48574,63985
48575,63524
48576,22940
48577,5374
48578,41179
48579,52616
48580,70185
48581,56945
48582,57605
48583,26321
48584,48728
48585,14557
48586,45474
48587,32155
48588,68975
48589,70670
48590,68895
48591,22517
48592,58444
48593,42298
48594,39974
48595,69189
48596,24297
48597,9912
48598,65496
48599,12234
48600,74669
48601,368
48602,195
48603,73040
48604,37818
48605,32460
48606,63675
48607,43299
48608,70195
48609,16531
48610,18664
48611,49318
48612,11443
48613,10090
48614,62345
48615,32403
48616,1678
48617,27917
48618,48828
48619,48338
48620,34423
48621,52070
48622,72446
48623,67625
48624,43010
48625,65423
48626,10098
48627,41111
48628,461
48629,68138
48630,60256
48631,57311
48632,18585
48633,62056
48634,16234
48635,17791
48636,44572
48637,34285
48638,3945
48639,10119
48640,106
48641,73787
48642,13898
48643,55384
48644,20241
48645,6410
48646,60892
48647,31597
48648,1676
48649,30023
48650,26404
48651,65189
48652,29267
48653,63138
48654,30052
48655,71845
48656,54197
48657,13353
48658,63629
48659,45794
48660,7235
48661,44512
48662,41330
48663,53321
48664,12518
48665,48503
48666,71373
48667,60816
48668,6368
48669,45427
48670,75131
48671,62769
48672,49386
48673,44235
48674,57483
48675,35553
48676,26808
48677,73250
48678,58479
48679,12609
48680,46694
48681,74881
48682,24763
48683,2670
48684,55740
48685,58999
48686,74207
48687,68042
48688,5115
48689,24004
48690,52216
48691,54850
48692,15607
48693,6861
48694,2717
48695,40012
48696,61449
48697,61728
48698,66389
48699,21606
48700,19502
48701,58266
48702,2295
48703,33148
48704,65665
48705,1121
48706,22892
48707,31901
48708,45526
48709,7764
48710,6091
48711,39485
48712,25786
48713,6530
48714,55711
48715,57567
48716,31233
48717,45936
48718,20045
48719,64795
48720,29677
48721,60559
48722,74915
48723,50745
48724,60742
48725,19793
48726,6193
48727,11807
48728,62040
48729,26712
48730,68062
48731,38949
48732,42407
48733,61685
48734,68447
48735,48815
48736,9652
48737,2638
48738,62449
48739,48659
48740,72447
48741,55980
48742,70093
48743,23878
48744,70824
48745,54203
48746,25581
48747,22638
48748,62012
48749,35519
48750,64911
48751,12333
48752,25120
48753,55701
48754,58156
48755,59374
48756,35060
48757,13063
48758,28141
48759,66167
48760,8569
48761,4897
48762,52558
48763,13661
48764,3448
48765,72703
48766,26114
48767,18673
48768,9297
48769,57479
48770,57158
48771,26093
48772,60409
48773,63721
48774,4981
48775,57026
48776,69617
48777,2255
48778,8728
48779,13076
48780,4834
48781,37796
48782,47515
48783,66017
48784,38365
48785,26654
48786,58566
48787,50612
48788,7160
48789,28923
48790,23953
48791,1365
48792,58083
48793,67504
48794,27997
48795,12682
48796,4201
48797,3118
48798,69117
48799,73220
48800,15689
48801,59598
48802,15766
48803,67722
48804,17719
48805,32067
48806,21021
48807,39566
48808,70594
48809,36170
48810,18235
48811,17887
48812,67568
48813,50943
48814,72918
48815,41228
48816,62715
48817,27382
48818,44868
48819,45737
48820,44010
48821,71302
48822,8924
48823,241
48824,6889
48825,31479
48826,25800
48827,75630
48828,58732
48829,1026
48830,31314
48831,36607
48832,65408
48833,25936
48834,55535
48835,33841
48836,13848
48837,70149
48838,30674
48839,22954
48840,62211
48841,55393
48842,71715
48843,4069
48844,33203
48845,74102
48846,47282
48847,41352
48848,54773
48849,38504
48850,12223
48851,40414
48852,63319
48853,15903
48854,57872
48855,44142
48856,11971
48857,58770
48858,45645
48859,57665
48860,29569
48861,34634
48862,46061
48863,71654
48864,62091
48865,5348
48866,50390
48867,17637
48868,71006
48869,5121
48870,73835
48871,27841
48872,59147
48873,7741
48874,13550
48875,36179
48876,9820
48877,36165
48878,40610
48879,4832
48880,20109
48881,38414
48882,61930
48883,59472
48884,64476
48885,21299
48886,10215
48887,67137
48888,58699
48889,12915
48890,35087
48891,15228
48892,4398
48893,12501
48894,69896
48895,56015
48896,37772
48897,71654
48898,4316
48899,66235
48900,56679
48901,68711
48902,63728
48903,66489
48904,64365
48905,12767
48906,41027
48907,52014
48908,24576
48909,65140
48910,26842
48911,10525
48912,27161
48913,22667
48914,29179
48915,46137
48916,29708
48917,64983
48918,70284
48919,24044
48920,16084
48921,45849
48922,13039
48923,70564
48924,44848
48925,55334
48926,5273
48927,69733
48928,2673
48929,17023
48930,67830
48931,23278
48932,69844
48933,350
48934,14974
48935,47811
48936,46944
48937,71350
48938,28072
48939,23559
48940,4437
48941,2780
48942,22308
48943,73504
48944,69378
48945,32470
48946,61075
48947,48801
48948,20716
48949,24595
48950,2950
48951,10833
48952,38364
48953,9890
48954,58541
48955,45431
48956,67517
48957,16488
48958,22892
48959,29203
48960,7764
48961,10482
48962,19468
48963,22468
48964,16720
48965,29618
48966,38754
48967,28235
48968,3784
48969,18629
48970,65388
48971,20362
48972,6068
48973,66558
48974,52805
48975,32061
48976,41468
48977,23422
48978,17434
48979,11175
48980,48665
48981,71304
48982,28086
48983,44338
48984,23562
48985,62917
48986,24568
48987,38259
48988,50460
48989,54407
48990,52058
48991,15816
48992,34353
48993,75036
48994,8630
48995,72035
48996,51453
48997,21485
48998,60140
48999,12544
49000,42646
49001,68393
49002,50436
49003,1719
49004,9921
49005,58150
49006,7091
49007,45234
49008,30004
49009,10520
49010,54305
49011,1961
49012,53851
49013,24772
49014,9336
49015,28617
49016,64767
49017,558
49018,74612
49019,34418
49020,11891
49021,31343
49022,42223
49023,6142
49024,6689
49025,3225
49026,57289
49027,55409
49028,47145
49029,69010
49030,9442
49031,58255
49032,9770
49033,72245
49034,14816
49035,47518
49036,65280
49037,35182
49038,10305
49039,74996
49040,75689
49041,11134
49042,22564
49043,22820
49044,66387
49045,67517
49046,37609
49047,4218
49048,9847
49049,69156
49050,22667
49051,61603
49052,990
49053,51069
49054,7580
49055,4517
49056,56756
49057,46447
49058,45760
49059,18041
49060,3044
49061,62470
49062,10468
49063,63665
49064,52570
49065,14880
49066,22733
49067,73850
49068,14866
49069,3409
49070,44570
49071,18478
49072,9637
49073,14105
49074,59480
49075,47224
49076,26132
49077,62809
49078,55633
49079,47492
49080,51252
49081,59651
49082,21122
49083,21844
49084,51845
49085,40918
49086,53366
49087,4278
49088,67043
49089,32811
49090,10088
49091,27146
49092,13031
49093,73576
49094,42003
49095,38364
49096,13848
49097,28607
49098,3098
49099,25223
49100,39249
49101,43539
49102,28810
49103,47031
49104,71214
49105,14246
49106,46291
49107,70507
49108,48356
49109,39805
49110,23098
49111,43439
49112,59961
49113,57300
49114,59293
49115,24422
49116,66891
49117,31855
49118,40350
49119,56995
49120,67590
49121,69890
49122,32531
49123,42304
49124,6004
49125,8004
49126,29408
49127,2370
49128,53599
49129,48524
49130,63488
49131,23062
49132,2574
49133,16947
49134,61116
49135,26522
49136,58058
49137,19015
49138,72068
49139,27637
49140,46037
49141,72722
49142,31381
49143,288
49144,20210
49145,46346
49146,54941
49147,134
49148,20094
49149,27095
49150,8037
49151,46984
49152,11276
49153,21063
49154,21349
49155,74696
49156,4920
49157,70948
49158,31902
49159,15218
49160,16261
49161,43969
49162,5801
49163,33078
49164,60299
49165,69559
49166,54148
49167,5361
49168,42306
49169,28859
49170,10885
49171,27787
49172,30591
49173,44605
49174,31104
49175,49200
49176,62731
49177,18843
49178,24756
49179,11541
49180,57897
49181,36421
49182,34853
49183,518
49184,38447
49185,35432
49186,8773
49187,16081
49188,33854
49189,51776
49190,72139
49191,18769
49192,15791
49193,35160
49194,25070
49195,71074
49196,8266
49197,58096
49198,14974
49199,19070
49200,66988
49201,39631
49202,50399
49203,73656
49204,56877
49205,49980
49206,13861
49207,29596
49208,32117
49209,33917
49210,7567
49211,436
49212,22083
49213,50841
49214,56444
49215,6018
49216,54983
49217,13833
49218,9988
49219,9342
49220,50831
49221,74878
49222,69094
49223,36249
49224,27586
49225,74035
49226,40143
49227,35211
49228,55895
49229,67195
49230,72000
49231,31945
49232,47418
49233,49687
49234,13092
49235,54663
49236,32307
49237,71977
49238,15683
49239,50926
49240,50886
49241,40590
49242,26633
49243,1249
49244,1477
49245,71468
49246,9482
49247,52138
49248,32589
49249,43441
49250,66798
49251,28395
49252,15567
49253,24042
49254,45930
49255,33158
49256,62680
49257,38078
49258,60215
49259,25010
49260,45116
49261,781
49262,15683
49263,4077
49264,63215
49265,44454
49266,34390
49267,10723
49268,75321
49269,24182
49270,2966
49271,58748
49272,42721
49273,66537
49274,42139
49275,39892
49276,53132
49277,48912
49278,35857
49279,22401
49280,19304
49281,66313
49282,42415
49283,12957
49284,59375
49285,66606
49286,48346
49287,49356
49288,29523
49289,39775
49290,30293
49291,41527
49292,41276
49293,46335
49294,71559
49295,23936
49296,32106
49297,21999
49298,40065
49299,49480
49300,38617
49301,16068
49302,53723
49303,50408
49304,15153
49305,47377
49306,25962
49307,50460
49308,44676
49309,54219
49310,60225
49311,58880
49312,27643
49313,43360
49314,75602
49315,58364
49316,65977
49317,15890
49318,52664
49319,17681
49320,39085
49321,24683
49322,61488
49323,30660
49324,63975
49325,45723
49326,19746
49327,33154
49328,20836
49329,31184
49330,66822
49331,40799
49332,30417
49333,13442
49334,51199
49335,66903
49336,26037
49337,58735
49338,74977
49339,51942
49340,20803
49341,68975
49342,22854
49343,52192
49344,39324
49345,5837
49346,41678
49347,10219
49348,1764
49349,38857
49350,30785
49351,1478
49352,59953
49353,70663
49354,42311
49355,48843
49356,7376
49357,44521
49358,61564
49359,75661
49360,24678
49361,72480
49362,58410
49363,27545
49364,17258
49365,53828
49366,63125
49367,59691
49368,19482
49369,58353
49370,64847
49371,37608
49372,23742
49373,59478
49374,19963
49375,49934
49376,38206
49377,22257
49378,11122
49379,74410
49380,23375
49381,43266
49382,27232
49383,16874
49384,19424
49385,10836
49386,7817
49387,11989
49388,43165
49389,47368
49390,17148
49391,4866
49392,3762
49393,65630
49394,17652
49395,50107
49396,39486
49397,27008
49398,61862
49399,61252
49400,50379
49401,67695
49402,5690
49403,33709
49404,50927
49405,3181
49406,45216
49407,40188
49408,1002
49409,9577
49410,7451
49411,32276
49412,62979
49413,27082
49414,28810
49415,37014
49416,41676
49417,40320
49418,47183
49419,61079
49420,52017
49421,61063
49422,9292
49423,51094
49424,9249
